Date,Screen Name,Tweet Text
02/11/2022 01:45,@LuccianaSamber1,me siento muy mal y una de las pocas personas q me escucha y ayuda no contesta :(
02/11/2022 01:45,@diegokittynya,ya no quiero sentir nada
02/11/2022 01:45,@Michelle1DD,Me siento sp mal mal mal
02/11/2022 01:45,@urrutialei,increible el cambio q siento cuando vengo a dormir con mi mamá tiene manso sommier y yo durmiendo con un colchon q me salio menos de 10 mil pesos🤡
02/11/2022 01:45,@JuliaSaraiR,Siento que algo falta y eso que me falta eres tú..
02/11/2022 01:45,@saaamy_16,Todo pierde sentido y es mejor el vacío que el olvido.
02/11/2022 01:45,@aa_albert0,A veces mi mal humor es porque me siento bien triste
02/11/2022 01:45,@i0kls,m siento muy sola
02/11/2022 01:45,@JessyPhz,Siento que voy a explotar! No estoy acostumbrada a cargar pancita 😵‍💫😂
02/11/2022 01:45,@litzyyjmnz,Yo no se por qué mrda me siento así con los tipos que me agradan RT @escritosheart: no me enojé solo me hiciste sentir insuficiente.
02/11/2022 01:45,@Helenugarte2,¿Por qué no me puedo poner triste ? ¿Por qué mi pecho apreta cuando si debería estar triste pero no lo siento ? ¿Estoy bien ? ¿Reprimí mis emociones ? Quiero saber si está bien o mal ...
02/11/2022 01:45,@Lufergunn,Te amo the weeknd tu entiendes como me siento
02/11/2022 01:45,@vale_gap1,el feeling que siento cuando estoy con el
02/11/2022 01:45,@CGuillot25,No se hoy me siento mierda.
02/11/2022 01:45,@_paupv,Me siento perfecto porque estás tú aquí 🤩
02/11/2022 01:45,@ninglows,"ay dios mio q feo lo q sentí hace unas horas, literalmente sentí q no podía respirar y me faltaba aire y me dolía el pecho y no dejaba de llorar, hasta no cené, q asco el amor"
02/11/2022 01:45,@Lava30325935,Últimamente siento que no merezco lo bueno que me sucede
02/11/2022 01:45,@nicolasd_1209,Me acabo de terminar la segunda temporada de Jóvenes altezas y ufff sentí tantas cosas viéndola. Estrés porque no se porque putas se me congelaba la pantalla a ratos pero mk amo mal esa serie.
02/11/2022 01:45,@PaulinasH23,"Me molesta mucho q diga eso de ti siendo tu amigo, neta me da coraje, siento q solo quiere quedar bien"
02/11/2022 01:45,@x_Lueax,12:45 y siento que son las 3:00.
02/11/2022 01:45,@mannito_o,"Y es que no es fácil romperse, pero a veces termina siendo necesario para descubrir que el sentido de tu vida necesitaba a gritos otra dirección 🫀"
02/11/2022 01:45,@Chuy913,"Ya me está gustando esto de la gira por los bares hahaha, también estoy empezando a sentir que soy muy fotogénico cuando canto 🌚"
02/11/2022 01:45,@kiledes,odio no poder sentir rencor me podés hacer mierda pero no te voy a tener rencor o hacerte sentir peor me pongo msl yo JAJAJA
02/11/2022 01:45,@Caro_034,"sentí bonito y a la vez triste escuchar al hermanito de mi novia decirme “no te vayas carito, quédate otro ratito” “cuando vas a volver a venir, mañana ? “"
02/11/2022 01:45,@CatalinaPrada17,Y acá es cuando me di cuenta que no le importa como me siento
02/11/2022 01:45,@Yoserlaura,Que aburrimiento todo :/ me siento bien cansada
02/11/2022 01:45,@christo41909267,no sabía que podía volver a sentír una conexión asi.
02/11/2022 01:45,@santiagotello71,"Me siento como mi Santos Laguna, me ilusiono y al final vale gorro RT @olamllamosara: expliquen su situación amorosa en términos futbolísticos"
02/11/2022 01:45,@JazziGallegos,"Ver fotos de mi sobrino todo pequeño, ahora ya está súper alto y apenas va a cumplir 15. 😭😭😭 Hasta me cuenta de su novia y me enseña las canciones que le dedica, me hace sentir muy anciana y protectora, no quiero que le rompan el corazón, es un niño hermoso 💜😭"
02/11/2022 01:45,@esau161_,He recibido el alta médica. A partir de mañana regreso a las canchas. Estos 4 días de baja los sentí eternos. 😂🥴
02/11/2022 01:45,@DevyBlueVid,"No sé si sea algo que solo yo siento pero, que rato amanecer hoy y sentirse ajeno a todo lo que acontece actualmente! No sé si sea por mi ansiedad o depresión pero jamás me había percatado de todas las cosas que se hacen en estas fechas 📅 Ajena al mundo actual me siento..."
02/11/2022 01:45,@_martincarrizo1,"Ahora me siento más libre , ahora que mis sentimientos decidieron irse"
02/11/2022 01:45,@Marilin_DM,"No me equivoque cuando escogí a la mejor persona para compartir mis días y mi amor, me siento tan amada hoy y especial"
02/11/2022 01:45,@WeroYutub,De un segundo para otro y me vuelvo a sentir inservible
02/11/2022 01:45,@Josue_Josu_Jos,"Dejando de sentir se encuentra cierta paz al final. Cuando eres acompañado de resignación, tristeza o algún sentimiento sumamente decadente se llega al fondo de un cuarto, en el cual está el final."
02/11/2022 01:45,@saraghv_,Me siento emocionada por cumplir 30 años 🫶🏻✨ Estoy invitando a personas que son o fueron importantes en mi vida y algunas que apenas se presentan en ella con la esperanza de que se vivan anécdotas chingonas 🤞🏻
02/11/2022 01:45,@seungmailo,siento que mi cuenta solo parece stay pero tmb soy blink y once😿 Y OBVIO EMINENA ARRIBA EMILIO CARAJO
02/11/2022 01:45,@M1chael_Josue,1942 de anuel no es una canción es un sentimiento
02/11/2022 01:45,@SandiaAle,Explíquenme si es una hormona o un órgano o de donde viene el sentido comun?
02/11/2022 01:45,@BryanSKGirl,Les juro que necesito ver a Coldplay otra vez para poderme sentir feliz y sanada
02/11/2022 01:45,@DorantesBlanco,"Me encanta verte, me gustan tus expresiones que me causan entre risa y ternura, me siento cómodo contigo y al abrazarte, tus innovadoras formas de apoyarme, que en vdd sirven, me gusta cómo juegas con mi pelo, cuando nos tomamos de las manos y cuando te sonrojas me haces el día"
02/11/2022 01:45,@Soma_aday,"Odio sentir miedo al escuchar la puerta de la vecina cuando llega tarde por la noche, pienso que es la mía siendo abierta por un extraño porque se oyen iguales. A veces quiero calmarme diciéndome que es pura paranoia. Pero todos sabemos que no lo es, no del todo."
02/11/2022 01:45,@TablaoBot,LO SIENTO LO SIENTO LO SIENTO
02/11/2022 01:45,@miia_villalba,Me siento muy bien dsp de mucho tiempo estar mal💘
02/11/2022 01:45,@Jacquel89775142,Estaba quedándome dormida pero estaba pensando en algunas cosas y claramente sentí como alguien me dio una palmada en la espalda (como de consuelo) y ahora me estoy cagando de miedo JAJAJAJAJA 😔
02/11/2022 01:45,@Ta_niita,"Siento que thiago tiene mucha ignorancia y que lo están juzgando mucho idk obvio no es justificable para nada, pero me van a decir que le están haciendo es mismo quilombo a alfa o a Juan? #GH22"
02/11/2022 01:45,@Yury4601,Que fastidio que pongan actores lindos a hacer papeles de narcotraficantes/sicarios porque me ✨enamoro✨y me siento mal :(
02/11/2022 01:45,@juanda158392211,"#MeCuestaEntender como la gente preferia un pais en guerra y en violencia contra Venezuela sin sentido alguno, antes que un pais prosperando en paz y reactivando la economia con nuestros hermanos. #PetroVaBien y esta cumpliendo muchas de las promesas que dejo ese 7 de agosto"
02/11/2022 01:45,@andreacuetor,"Tengo un asunto tóxico y es que creo que cuando la gente dice “me disculpo” no lo siente de verdad. Perdón, lo siento, que pena, me siento mal, lo que quieran, válido. Me disculpo? Bullshit"
02/11/2022 01:45,@CrisMedSan,soy feliz pero igual siento un vacío y no se como llenarlo
02/11/2022 01:45,@standby999999,lo siento no hablo informatixo
02/11/2022 01:45,@SandiaAle,Hay gente que le falta el sentido común. Fin
02/11/2022 01:45,@LuchoSykes,"Noviembre sin ti es sentir que la lluvia Me dice llorando que todo acabo Noviembre sin ti es pedirle a la luna Que brille en la noche de mi corazón Otra vez, otra vez 🎶"
02/11/2022 01:45,@noeee_04_,"lo siento por dentro, pero lo quiero todo"
02/11/2022 01:45,@andycupid_19,"me sentí como en el 2019, completamente sola"
02/11/2022 01:45,@rozevdb1D,El miércoles tengo cita con una especialista en tca 🤍 Nerviosa por que me cuesta mucho hablar de lo que siento con respecto a mi cuerpo. Pero entusiasmada por que me va a ayudar mucho sobretodo ahora que viajaré ✨🥰❤️‍🩹
02/11/2022 01:45,@vlaqyzz_,wtf porque me siento así
02/11/2022 01:45,@A01Ara,me siento super ñoña al decir esto but no me sorprendería que gohan estuviera alli jajajajaja RT @OP_NEWS2022: #ONEPIECE1065 The Leak Image of VEGAPUNK 01
02/11/2022 01:45,@FresitaRojita7,Me siento tan cansada de todo y de todos
02/11/2022 01:45,@Ilimon,"El otro pendiente, ya huce mi maleta, logre meter muchos suéteres, chamarra, playeras, zapatos, etc en maleta de mano porque claro aqui no se gasta en documentar😅 Pero cosa tan increible por fin de 3años de espera se lograra el viaje, es extraño aun lo siento irreal🫠"
02/11/2022 01:45,@KarinYamila3,Yo con mil inseguridades sobre mi ... Y viene gente de mierda a enviar boludeces y hacerme sentir peor ....
02/11/2022 01:44,@luisGzz111,De repente si me siento mal por ese compa
02/11/2022 01:44,@SoloEva22,"En la sonrisa de Olivia reconoció ese sentimiento que alegra el corazón, que provoca sonrisas y desvaríos; que ilumina los ojos, el rostro y quizá todo el cuerpo... @migueldlacruz #LeoConElOnce @MaxCucurbita #NormaMuñozLedo #Eltallerdelermitaño @LoQueLeoSanti @OnceNoticiasTV"
02/11/2022 01:44,@RoxanaArenas17,Si me sentí culpable con esa excusa
02/11/2022 01:44,@RollaMari,aaaaaa me siento muy mal
02/11/2022 01:44,@DalaryRamirez,"Siempre me hiciste sentir mal, por qué debería perdonarte ?"
02/11/2022 01:44,@H4NSHINEE,TU ME MIRAS Y EMPIEZO A SUDAR SIENTO QUE PUEDO VOLAAAAR
02/11/2022 01:44,@Roseandrea_06,"Cada vez que me siento triste Diego busca la manera de hacerme sentir bien, lo amo mucho🥲"
02/11/2022 01:44,@whotfiscraxker_,con solo ver el brillo de tus ojos me siento feliz
02/11/2022 01:44,@bygigi2345,"nunca había sentido eso, se siente bien pero me da demasiado miedo"
02/11/2022 01:44,@IamTomii__,Un día estoy en la selva buscando señal para responderle y al otro siento que siempre le molesté xd
02/11/2022 01:44,@danielhniebla,"Hace un Año no creería las cosas que he logrado solo en unos cuántos meses, lamentablemente siento que no es suficiente. 😮‍💨"
02/11/2022 01:44,@sentir_duele,"Yo: si me esfuerzo nada saldrá mal, es eso me tengo que esforzar. - me esfuerzo demasiado - me canso mentalmente pero sigo -todos solo ven mis errores -me desanimado - me vuelvo a derrumbar. -todo solo término mal."
02/11/2022 01:44,@sobrepoblados,kiero peliar d algo sin sentido kiero peliar ke ganas d peliar kon qualkier random qese m aparezca en el tl i desirle kewe unos putasos oke mamón
02/11/2022 01:44,@SarayBermudez21,"Hoy contándole lo que siento por alguien a una amiga, me dijo que yo era muy complicada y que no me entendía, la verdad es que ni yo tampoco me entiendo. 💩PUTAVIDALAMIA!"
02/11/2022 01:44,@ariiaaana__,Invitennme a comer o al cine a desayunar o merendar nose a algo me siento muyy encerrada😫
02/11/2022 01:44,@Arieel_g,"a veces siento que tengo todo controlado y que voy a estar bien, pero sé que no es así."
02/11/2022 01:44,@Michestr_esada,"Saben que me haría sentir mejor?, un masking, un elote y tener un carro"
02/11/2022 01:44,@Remi70695943,Lo único que haces es regañarme por no comer y nunca te has puesto a pensar como me siento
02/11/2022 01:44,@raaaaaaain__,"Un abrazo a todos aquellos que en especial estos días recuerdan y anhelan estar con su hermano, hermana, papá, mamá, tío, tía, abuelitos, novios, esposos, hijos, seres queridos que ya no se encuentran en este plano terrenal 🤍 comparto su sentimiento 🕊️ que los acompañen siempre"
02/11/2022 01:44,@Lesgi7,Me siento con el corazón roto y sigo pensando en sus sentimientos jaja chale
02/11/2022 01:44,@nilsonorlando99,"La neta la neta me sentí tan mierda como Wilhelm en el primer cap :,("
02/11/2022 01:44,@zampapatricio,quisiera que te sientas como yo me siento
02/11/2022 01:44,@dayanapozo1605,"Hoy después de tanto siento una alegría tan genuina, esto de la terapia es tenaz pero sí que lo vale. Volver a tus recuerdos es parte de; está lindo saber que a lo largo de los años has sido lo que hoy a pesar de todo, sabiéndose leal a uno profesando amor cada sol de tu vida.💞"
02/11/2022 01:44,@bienchavista,Parece que Suramérica está camino a otro cambio de época. Venezuela con Colombia se dan la mano luego de siete años y el Brasil con Lula hará sentir su peso en la región. Queda esperar por Uruguay y ver qué sucede en la Argentina el año que viene que habrá elecciones.
02/11/2022 01:44,@heartyjw,"GMMMM,siento que no dormí nada y hoy me quedo en el colegio hasta las 6😪 Como amanecen ustedes?<33"
02/11/2022 01:44,@Deko_Rdlc,Hoy sentí tanta envidia. Por favor el próximo año quiero ir a caminar disfrazado con alguien ):
02/11/2022 01:44,@souragust,"no me gustan los copys raros o hot, ya q me siento mal con solo pensar q les estoy llenando el inicio con cosas q no quisieran leen, perdonen por eso de verdad,¿pq sigues leyendo? ¿te preocupas por mi? ¿acaso quieres q te coma la boca? ¿quieres q te haga llorar de la excitación?"
02/11/2022 01:44,@aliaga_lu,"Siento que mi amiga cambio mucho conmigo, me trata de una forma que me duele y lloro, pero eso no me tiene que afectar pero me duele"
02/11/2022 01:44,@rafaelmv93,"Hoy me ofrecieron dulces, me hicieron sentir todo un chamaquito 🍭🍬"
02/11/2022 01:44,@limtmf,no sé por qué siento que el man los va a encontrar
02/11/2022 01:44,@zoeortiz5376,Mucho de no te dejo sola a pero no se le cae ni un mensaje aver si m siento bien o no
02/11/2022 01:44,@Josue_Josu_Jos,"De qué sirve sentirme bien, si el sentirme bien es dejar de sentir."
02/11/2022 01:44,@bbbbbbb766,"le dejé de hablar a muchas personas porque me he sentido una carga, un tren sin rumbo. Gracias a eso me di cuenta que no soy necesario para algunos..."
02/11/2022 01:44,@azulxabril,"si te quise mucho, pero siento que jamás escuchabas lo que quería de ti y terminamos hiriéndonos demasiado"
02/11/2022 01:44,@rougelinee,"No sé porque siento que ese tipo hablo de nuestras problemas con ***** y dios, con razón me cae tan mal."
02/11/2022 01:44,@MonserratLaraa,"Vivo diciendo q ya no siento nada por el,pero veo esas fotos & quiero llorarme la vida 😅🤦‍♀️"
02/11/2022 01:44,@Kiim_190,Wey qué pedo nuestra amistad lleva nitro o por qué me caes tan bien y siento que te quiero mucho en tan poco tiempo
02/11/2022 01:44,@LLAMAME_HAN,"Dejare esto aquí para mí, como recordatorio de lo que sentí y algo que jamás se repetirá porque si cruzamos esa línea ¿Que clase de personas seremos? ¿Que clase de amor merecemos? Y está historia ya se contó más veces de las que desearía no a ver visto lo que sucedió..."
02/11/2022 01:44,@ggukiitty,"en mi vida vuelvo a complacer a una persona, ESTOY A NADA DE VOMITAR, me siento re mal."
02/11/2022 01:44,@petitdoIIie,"no me gusta sentirme tan asqueada conmigo misma, pero es difícil no sentir eso por mi persona"
02/11/2022 01:44,@danielah_a2,Yo solo quiero dormir hasta ya no sentir cansancio
02/11/2022 01:44,@Namaric22,"Siento que ahora mismo no le hago ningún bien a nadie, ni como amiga, ni como novia ni como persona"
02/11/2022 01:44,@_Jreth,"dios q ganas d q enamorarme, pero corte, esperar el mensaje de esa persona, ponerme nerviosa x cualquier mínima interacción cn ella, no se, quiero sentir q se m explota el corazón d amor"
02/11/2022 01:44,@finewalls2809,El escalofrío que sentí y las mariposas en el estómago cuando vi la notificación de louis mencionando a harry fue precioso
02/11/2022 01:44,@Strawberrygold5,"Wey es que no me siento, soy"
02/11/2022 01:44,@void_k6,Empezar a sentir el mismo desinteres es lo mjr
02/11/2022 01:44,@FriidaaSo,Ya ni a gusto ando en mi twitter porque siento que me verá jajaja
02/11/2022 01:44,@AnaMaraMacas4,Te sentí más cerca cuando te fuiste ¿cómo se callan las voces de los recuerdos?
02/11/2022 01:44,@HannaEspejo2,"siento destrabada la cadera, siento ganas de llorar y partirle su madre a alguien, ayudaaa"
02/11/2022 01:44,@fkuxxxx,"Chale mano, sentí feo. RT @clockrowoon: Por qué con él sí y conmigo no, el peor sentimiento que me quedó este año. Ojalá nunca haberle conocido."
02/11/2022 01:44,@Valegzz_01,Ahora entiendes como me sentí en ese momento? La única diferencia es que yo no voy a hacer lo que tú hiciste
02/11/2022 01:44,@mpg041,"Hoy enserio me he sentido bien a comparación de todos estos días, ojalá esto siga así"
02/11/2022 01:44,@lavalesr,harta de sentir de más
02/11/2022 01:44,@Florsaggi,Tendría q estar durmiendo después me quejo cuando me siento cansada
02/11/2022 01:44,@YinethLugo_,Yo la verdad si quiero que a mis amigas les llegue un man que las valore en todo sentido y no sigan llorando por bobos hptas.
02/11/2022 01:44,@Josue_Josu_Jos,"Ya me siento mejor, inútilmente por cierto."
02/11/2022 01:44,@imwey00,"""siento que estás aquí aunque no pueda hablarte"" -Wos"
02/11/2022 01:44,@LmmejiaRH,Quisiera saber si te sientes como me siento yo
02/11/2022 01:44,@Mamarselo09,Últimamente me siento bien y eso me asusta
02/11/2022 01:44,@gudoppy,"yo respondo asi cuando no se q decir o cuando me siento atacada KJAKDS RT @allfadirluis: t estoy diciendo cosas lindas kesesa mmda de ""ayyy"""
02/11/2022 01:44,@Mejialalala,"No sé si la cagué; siento que no, pero mi cabeza dice que sí"
02/11/2022 01:43,@KaynRB,"Cuando menos lo esperes llegará una persona que arruinara tu vida o te hará sentir como una basura, en este mundo hay pocas buenas personas y las malas personas abundan por doquier"
02/11/2022 01:43,@alisonbernalgg,ojalá nunca los hagan sentir que un día si y al otro no.
02/11/2022 01:43,@Danisha__17,ni mis pies siento😭
02/11/2022 01:43,@Santoyo0604,Tengo estrés postraumático y me siento hasta el poto
02/11/2022 01:43,@tupapigamboa,JAJAJAJAJAJAJJA me siento feliz de que mis amigos me tengan la confianza para preguntarme ese tipo de cosas
02/11/2022 01:43,@miniminimc,"Wow wow wow necesito la tercera temporada ya! Cuando voltea a ver a Simon😍,finalmente pudo hablar, para poder sentir que controla su propia vida aunque no será fácil es sólo el comienzo #YoungRoyals2 #YoungRoyals"
02/11/2022 01:43,@esmeperaza_,"No miden el amor tan grande y bonito que le tengo a mi Emi, siento que en otra vida fuimos madre e hijo 🫶"
02/11/2022 01:43,@Piedpipeer23,"últimamente mezclo mucho el como me siento con el alcohol, no sé cuánto pueda más"
02/11/2022 01:43,@marianatristee,noviembre sin ti es sentir que la lluvia me dice llorando que todo acabó
02/11/2022 01:43,@ExequielBarri19,Un día tendrás a alguien que te va a hacer tan feliz que se te olvidará todas aquellas veces que te hicieron sentir tan triste.❤️‍🩹✨️
02/11/2022 01:43,@alheli_jh,"Siento mucho que no estés bien, pero juntos no era diferente. - De mi para mi."
02/11/2022 01:43,@alemr94,"Mañana mi familia va a ir al panteón y por un lado me hubiera gustado poder ir, pero por otro creo que es mejor porque siento que me la pasaría chillando. Recién que estuve allá me di cuenta que todavía me da el sentimiento. Ojalá mañana no me pegue la lágrima a media junta."
02/11/2022 01:43,@alexlego13,"Muy aburrida, lo siento RT @AgustnG69761873: Animales en calzones"
02/11/2022 01:43,@iyxnaxh,"Me siento cansada, muy cansada"
02/11/2022 01:43,@romee_mr,"a continuación veremos cómo romeli va a reprimir sus sentimientos por alguien, pq no debería sentir nada por esa persona"
02/11/2022 01:43,@nakishhha,"Cuando no me siento bien emocionalmente, se me nota hasta en los ojos…"
02/11/2022 01:43,@venecia66390909,Dia con dia siento como se me apaga mi almita 🥹😿
02/11/2022 01:43,@Boris_deromano,Pase por un árbol donde me asuste mucho escuche un ruido (risa) senti que estaba la niña de la película exorcista de 1973 así estuve por 10 minutos sin moverme para luego enterarme que era un gallo descansando... Ahora estoy en mi cuarto que dormire con la luz encendida😐
02/11/2022 01:43,@fjara_millo,Sentí a todos raros conmigo y llore como nunca
02/11/2022 01:43,@sr_smel,Creo que tus te amo solo se volvieron palabras y ya no tienen el sentimiento
02/11/2022 01:43,@lucy_olivaresm,wey pk siento q todo mundo m excluye?
02/11/2022 01:43,@i95kou,siento q nada más te gusta q te trate bonito
02/11/2022 01:43,@ashoey6,Qué es el amor? Por qué si quiero estar con alguien necesito a alguien más? Por que siento lo que siento No sé ni lo que siento No hay sentido No hay sentido en el amor O simplemente no hay sentido en la vida La vida es muy rara.
02/11/2022 01:43,@MicaBerrutti4,"Ojalá nunca te vuelvas a sentir tan mal y tengas que llamarme a las 3 de la madrugada llorando. Y digo ojalá porque seguramente esta vez no te responda, las acciones siempre tienen consecuencias..."
02/11/2022 01:43,@RodadoYanella,Siento que se me va a estallar la cabeza de lo mucho que me duele
02/11/2022 01:43,@lyts_dan,Me siento muy mal
02/11/2022 01:43,@73_marley,"No importa que duela, nunca se arrepientan de sentir, eso nos hace humanos incluso cuando sufrimos..."
02/11/2022 01:43,@mtttzz,me hacen sentir tan para la mierda
02/11/2022 01:43,@quierounavacaa,"Ya no quiero saber ni verga, ya no quiero pensar, no quiero sentir, no quiero nada"
02/11/2022 01:43,@blxebrd,"Eres más que perfecta en todos los sentidos, después de estár contigo ahora me siento vivo, y estoy seguro que somos almas gemelas, si me dices que sí, sé que valdrá la penaa"
02/11/2022 01:43,@primoggio,"basta de pensar que somos una generación de cristal por sentir repulsión a la acción de thiago al tocar a agustin en una broma interna sobre su sexualidad y apoyarlo sin su consentimiento, para despues escucharlo decir que agustin le da miedo (especulando que es homo) #gh2022"
02/11/2022 01:43,@FurosutaArgento,"Bueno, ¿cómo están? Hoy como ayer me quedé en casa porque me dolía la garganta (aunque ahora me siento mejor). Y como ven he estado inactivo, y es que he estado pensando, recordando momentos de mi infancia y escuchando música."
02/11/2022 01:43,@ChemaSalgado2,"Si gente bien pendeja, sin ningún sentido de responsabilidad ha podido, yo porque chingados no…"
02/11/2022 01:43,@ivyakings,siento que me voy a morir
02/11/2022 01:43,@paolajaimelo7,"Se siente feo que todo vaya mal, que tu familia te haga sentir mal. Solo le pido a Dios que me dé las fuerzas para huir de este lugar."
02/11/2022 01:43,@c_tabotspa,... Lo siento...
02/11/2022 01:43,@__hoonii__,"Me siento horrible,pensaba que lo de ayer fué solo una pesadilla"
02/11/2022 01:43,@IYiB0,Kfjfkfkfkf siento que si kdkdk RT @97JiR0: Wei Ying en la actualidad sería furro
02/11/2022 01:43,@celesstetalma,aveces m aisló d tdo el mundo x lo triste q m siento y literalmente desaparezco
02/11/2022 01:43,@CruzAlanza,Siempre tengo la culpa o siempre me hacen sentir culpable?????
02/11/2022 01:43,@andysantiiago1,"Me encantaría tener a una persona como yo en mi vida, siento que nunca he encontrado a alguien a mi nivel de persona."
02/11/2022 01:43,@vientse,aveces siento que le gusto pero luego recuerdo k tengo luna en leo y se me pasa
02/11/2022 01:43,@KarinYamila3,Viste cuando te llega un mensaje de alguien que no tiene vida propia y se tiene que crear perfiles truchos para enviarte pelotudeces y hacerte enojar o hacerte sentir mal.
02/11/2022 01:43,@ChicaEnElJardin,"A veces estás rota, pero procura no dejar demasiados cristales por el camino: siento si mis cristalitos han llegado a rozar a alguien. Por el otro lado: quien no está en las malas, obvio no va a estar en las buenas. La vida es para disfrutar, y tb para querer bonito y de verdad."
02/11/2022 01:43,@MilenaCarrizo10,"que gente de mierda,te hacen sentir la persona más reemplazable del mundo. me canse de todo"
02/11/2022 01:43,@sofiCas2204744,borrar todo de ig cada vez que me siento insuficiente ya es normal en mi jajd
02/11/2022 01:43,@Mvalentiinaa,"antes ni m gustaba mi cuerpo y ahora lo amo, me siento la más diosa 💗"
02/11/2022 01:43,@BasaraLowers,"Gente que valga la pena, quiero volver a sentir felicidad"
02/11/2022 01:43,@ivspt3,si hizo caso al hacerme sentir como lover y style🤎
02/11/2022 01:43,@dimh__,me siento muy awitada esta noche. alguien venga a abrazarme 🥺
02/11/2022 01:43,@eduardoreyesmx,"Alchile siento que es pedo, ni de coña lo mataron"
02/11/2022 01:43,@gabrielaa_uh,NOVIEMBRE SIN TI ES SENTIR Q LA LLUVIA ME DICE LLORANDO QUE TODO ACABO
02/11/2022 01:43,@simpluarts,Bardo dura casi 3 hrs y aún así no quería que se acabara y dejar de sentir lo que estaba sintiendo
02/11/2022 01:43,@21Alexaamador,Quiero volver a sentir que me puedo comer el mundo entero
02/11/2022 01:42,@hoseoktomatito,bueno no m siento bien q debería hacer
02/11/2022 01:42,@Josue_Josu_Jos,"No sé qué puedo decir en relación a como me siento, hay momentos en los que no sabría comunicar lo que mi cabeza piensa y mi corazón siente o sentía."
02/11/2022 01:42,@anasofia2728,pero que no las hagan sentir como date la vuelta): RT @yossjc28: tú me haces sentir como las canciones de Morat y a mí las canciones de Morat me hacen sentir muy feliz y especial
02/11/2022 01:42,@MartinM00874265,Feo es sentir que ya no tienes mas a la persona con la que podías arreglar tus problemas
02/11/2022 01:42,@tiburoncin_tin,Sentí que debía excusarme pq si no hacía eso se armaba un Colombo y la que quedaba mal yo
02/11/2022 01:42,@fer_silvaaaa,nadie entendería lo triste que me siento ahorita
02/11/2022 01:42,@leviatanM05,Yo no entiendo cuando se va el sentimiento de ser tan insignificante pero Dios mío lo necesito
02/11/2022 01:42,@Vanessa198042,"Me sentí muy identificada RT @Malexaleo: Mor, NUNCA confíen en una mujer que se relaciona solo con hombres y no tiene ni una amiga"
02/11/2022 01:42,@randomsometwo,"Me siento rara, como cuando tenía 6 y no quería que fuese lunes un domingo por la noche :""("
02/11/2022 01:42,@Jjazblanco,Que triste me siento a veces
02/11/2022 01:42,@LuFerrerN,"Dame otro beso de esos que a ningún otro le sale, quiero sentir tu cuerpo, tus iniciiales"
02/11/2022 01:42,@otbhpply,porque me siento tan identificada con esto? RT @hrryacting: 🦉 038. me da hasta vergüenza ajena escribirlo 😭🙏🏼
02/11/2022 01:42,@FranciiscoCa,"Xq hoy voy con toda la fuerza de un submarino, a conquistar esa dama q tanto juega conmigo, voy x el mundo solo sin amigos, voy dando vueltas sin ningún sentido, pero tú ayer cambiaste mi destino, me diste vida, mucha más vida q el vino @manuelmedrano"
